drug_name,section_name,subsection_name,gpt4_output
ZERBAXA,adverse reactions,"Table 5: Adverse Reactions Occurring in 1% or Greater of Patients Receiving ZERBAXA in Phase 3 Clinical Trials Preferred Term Complicated Intra-abdominal Infections Complicated Urinary Tract Infections, Including Pyelonephritis ZERBAXA(N=482) Meropenem(N=497) ZERBAXA(N=533) Levofloxacin(N=535) Nausea 38 (7.9) 29 (5.8) 15 (2.8) 9 (1.7) Headache 12 (2.5) 9 (1.8) 31 (5.8) 26 (4.9) Diarrhea 30 (6.2) 25 (5) 10 (1.9) 23 (4.3) Pyrexia 27 (5.6) 20 (4) 9 (1.7) 5 (0.9) Constipation 9 (1.9) 6 (1.2) 21 (3.9) 17 (3.2) Insomnia 17 (3.5) 11 (2.2) 7 (1.3) 14 (2.6) Vomiting 16 (3.3) 20 (4) 6 (1.1) 6 (1.1) Hypokalemia 16 (3.3) 10 (2) 4 (0.8) 2 (0.4) ALT increased 7 (1.5) 5 (1) 9 (1.7) 5 (0.9) AST increased 5 (1) 3 (0.6) 9 (1.7) 5 (0.9) Anemia 7 (1.5) 5 (1) 2 (0.4) 5 (0.9) Thrombocytosis 9 (1.9) 5 (1) 2 (0.4) 2 (0.4) Abdominal pain 6 (1.2) 2 (0.4) 4 (0.8) 2 (0.4) Anxiety 9 (1.9) 7 (1.4) 1 (0.2) 4 (0.7) Dizziness 4 (0.8) 5 (1) 6 (1.1) 1 (0.2) Hypotension 8 (1.7) 4 (0.8) 2 (0.4) 1 (0.2) Atrial fibrillation 6 (1.2) 3 (0.6) 1 (0.2) 0 Rash 8 (1.7) 7 (1.4) 5 (0.9) 2 (0.4) Treatment discontinuation due to adverse events occurred in 2.0% (20/1015) of patients receiving ZERBAXA and 1.9% (20/1032) of patients receiving comparator drugs. Renal impairment (including the terms renal impairment, renal failure, and renal failure acute) led to discontinuation of treatment in 5/1015 (0.5%) subjects receiving ZERBAXA and none in the comparator arms.","tachycardia, angina pectoris, ileus, gastritis, abdominal distension, dyspepsia, flatulence, ileus paralytic, infusion site reactions, candidiasis, oropharyngeal, fungal urinary tract infection, increased serum gamma-glutamyl transpeptidase (GGT), increased serum alkaline phosphatase, positive Coombs test, hyperglycemia, hypomagnesemia, hypophosphatemia, ischemic stroke, renal impairment, renal failure, dyspnea, urticaria, venous thrombosis"
ZERBAXA,warnings and precautions,5 WARNINGS AND PRECAUTIONS,"decreased efficacy, changing renal function, serious hypersensitivity (anaphylactic) reactions, Clostridium difficile-associated diarrhea (CDAD)"
ZERBAXA,warnings and precautions,5.1 Decreased Efficacy in Patients with Baseline Creatinine Clearance of 30 to <=50 mL/min,"lower clinical cure rates, changing renal function, Hypersensitivity Reactions, anaphylactic reactions"
ZERBAXA,warnings and precautions,5.3 Clostridium difficile -associated Diarrhea,"Clostridium difficile-associated diarrhea (CDAD), mild diarrhea, fatal colitis, diarrhea"
ZERBAXA,warnings and precautions,5.4 Development of Drug-Resistant Bacteria,There are no specific adverse drug event terms in the provided text excerpt from the drug label. The text discusses a general risk (development of drug-resistant bacteria) related to the misuse of the drug rather than specific adverse events experienced by the patient.
ZYDELIG,adverse reactions,6 ADVERSE REACTIONS,"Hepatotoxicity, Severe Diarrhea, Colitis, Pneumonitis, Intestinal Perforation, Severe Cutaneous Reactions, Anaphylaxis, Neutropenia, diarrhea, pyrexia, fatigue, nausea, cough, pneumonia, abdominal pain, chills, rash, hypertriglyceridemia, hyperglycemia, ALT elevations, AST elevations"
ZYDELIG,adverse reactions,6.1 Clinical Trial Experience,"adverse reaction, Serious adverse reactions, pneumonia, pyrexia, sepsis, febrile neutropenia, diarrhea, hepatotoxicity, diarrhea/colitis, dose interruptions, dose reductions, elevated transaminases, rash"
ZYDELIG,adverse reactions,Table 2 and Table 3 summarize common adverse reactions and laboratory abnormalities reported for Zydelig + rituximab and placebo + rituximab arms.,"Since the input provided is ""nan"" which stands for ""not a number"" and typically indicates that data is not available or not applicable, there is no drug label text provided to identify adverse drug event terms from. Therefore, there are no adverse drug event terms to report."
ZYDELIG,adverse reactions,"Table 2 Adverse Reactions Reported in >=5% of CLL Patients and Occurred at >=2% Higher Incidence in Subjects Receiving Zydelig Zydelig + RN=110 (%) Placebo + RN=108 (%) Adverse Reaction Any Grade Grade >=3 Any Grade Grade >=3 R: rituximab Gastrointestinal disorders nausea 28 (25) 0 23 (21) 0 vomiting 14 (13) 0 9 (8) 0 diarrhea 23 (21) 6 (5) 17 (16) 0 gastroesophageal reflux disease 7 (6) 0 1 (1) 0 stomatitis 7 (6) 2 (2) 2 (2) 0 Nervous system disorders headache 11 (10) 1 (1) 5 (5) 0 General disorders and administration site conditions pyrexia 38 (35) 3 (3) 18 (17) 1 (1) chills 23 (21) 2 (2) 17 (16) 0 pain 8 (7) 0 2 (2) 0 Skin and subcutaneous tissue disorders rash 20 (18) 4 (4) 7 (6) 1 (1) Respiratory, thoracic, and mediastinal disorders pneumonia 25 (23) 18 (16) 19 (18) 14 (13) nasal congestion 6 (5) 0 2 (2) 0 Infections and infestations sepsis 9 (8) 8 (7) 4 (4) 4 (4) bronchitis 7 (6) 1 (1) 3 (3) 1 (1) sinusitis 9 (8) 0 4 (4) 0 urinary tract infection 6 (5) 0 3 (3) 2 (2) Musculoskeletal and connective tissue disorders arthralgia 8 (7) 1 (1) 4 (4) 1 (1) Table 3 Treatment-emergent Laboratory Abnormalities Reported in >=10% of CLL Patients Occurring at a >=5% Higher Incidence in Subjects Receiving Zydelig Zydelig + RN=110 (%) Placebo + RN=108 (%) Laboratory Parameter Any Grade Grade 3-4 Any Grade Grade 3-4 Grades were obtained per CTCAE version 4.03.R: rituximab Hematology abnormalities neutrophil count decreased 66 (60) 41 (37) 55 (51) 29 (27) lymphocyte count decreased 22 (20) 10 (9) 13 (12) 4 (4) lymphocyte count increased 27 (25) 20 (18) 10 (9) 5 (5) Serum chemistry abnormalities ALT increased 38 (35) 9 (8) 11 (10) 1 (1) AST increased 27 (25) 6 (5) 15 (14) 0 GGT increased 29 (26) 2 (2) 15 (14) 3 (3) triglycerides (hypertriglyceridemia) 62 (56) 3 (3) 37 (34) 0 hyperglycemia 59 (54) 8 (7) 50 (46) 2 (2) hypoglycemia 12 (11) 0 5 (5) 0 hyponatremia 22 (20) 2 (2) 16 (15) 7 (6) Summary of Clinical Trials in Indolent Non-Hodgkin Lymphoma","pneumonia, diarrhea, pyrexia, elevated transaminases"
ZYDELIG,adverse reactions,"Table 4 provides the adverse reactions occurring in at least 10% of subjects receiving Zydelig monotherapy, and Table 5 provides the treatment-emergent laboratory abnormalities.","As the provided input is 'nan', which typically stands for ""not a number"" or indicates that there is no applicable data, there is no text to extract adverse drug event terms from. Consequently, no terms can be provided in response to this input. If you have an actual excerpt from a drug label, please provide it, and I will be happy to assist in identifying any adverse drug event terms within the text."
ZYDELIG,adverse reactions,"Table 4 Adverse Reactions (>= 10% of Subjects) in Patients with Indolent non-Hodgkin Lymphoma Treated with Zydelig 150 mg BID Zydelig MonotherapyN=146 (%) Adverse Reaction Any Grade Grade >=3 Gastrointestinal disorders diarrhea 68 (47) 20 (14) nausea 42 (29) 2 (1) abdominal pain 38 (26) 3 (2) vomiting 22 (15) 2 (1) General disorders and administration site conditions fatigue 44 (30) 2 (1) pyrexia 41 (28) 3 (2) asthenia 17 (12) 3 (2) peripheral edema 15 (10) 3 (2) Infections and infestations upper respiratory tract infection 18 (12) 0 Respiratory, thoracic, and mediastinal disorders pneumonia 37 (25) 23 (16) cough 42 (29) 1 (1) dyspnea 25 (17) 6 (4) Skin and subcutaneous disorders rash 31 (21) 4 (3) night sweats 18 (12) 0 Nervous system disorders headache 16 (11) 1 (1) Metabolism and nutrition disorders decreased appetite 24 (16) 1 (1) Psychiatric disorders insomnia 17 (12) 0 Table 5 Treatment-emergent Laboratory Abnormalities in Patients with Indolent non-Hodgkin Lymphoma Treated with Zydelig 150 mg BID Zydelig MonotherapyN=146 (%) Laboratory Abnormality Any Grade Grade 3 Grade 4 Grades were obtained per CTCAE version 4.03. Serum chemistry abnormalities ALT increased 73 (50) 20 (14) 7 (5) AST increased 60 (41) 12 (8) 6 (4) Hematology abnormalities neutrophils decreased 78 (53) 20 (14) 16 (11) hemoglobin decreased 41 (28) 3 (2) 0 platelets decreased 38 (26) 4 (3) 5 (3)","If the input text is ""nan,"" this indicates that there is no text to analyze for adverse drug event terms. As such, no terms can be extracted or listed. If ""nan"" is used here to mean ""not a number"" or is indicating the absence of text, then there is no valid content to process."
ZYDELIG,warnings and precautions,5 WARNINGS AND PRECAUTIONS,"severe cutaneous reactions, anaphylaxis, neutropenia, embryo-fetal toxicity"
ZYDELIG,warnings and precautions,5.1 Hepatotoxicity,"hepatotoxicity, Elevations in ALT or AST, liver toxicity, ALT and AST elevations, recurrent hepatotoxicity"
ZYDELIG,warnings and precautions,5.2 Severe Diarrhea or Colitis,"Severe diarrhea, colitis"
ZYDELIG,warnings and precautions,5.3 Pneumonitis,"fatal pneumonitis, serious pneumonitis, cough, dyspnea, hypoxia, interstitial infiltrates, decline in oxygen saturation"
ZYDELIG,warnings and precautions,5.4 Intestinal Perforation,"intestinal perforation, diarrhea, abdominal pain, chills, fever, nausea, vomiting"
ZYDELIG,warnings and precautions,5.5 Severe Cutaneous Reactions,"toxic epidermal necrolysis (TEN), dermatitis exfoliative, rash, rash erythematous, rash generalized, rash macular, rash maculo-papular, rash papular, rash pruritic, exfoliative rash, skin disorder"
ZYDELIG,warnings and precautions,5.6 Anaphylaxis,"serious allergic reactions, anaphylaxis"
ZYDELIG,warnings and precautions,5.7 Neutropenia,Grade 3 or 4 neutropenia
ZYDELIG,warnings and precautions,5.8 Embryo-fetal Toxicity,"fetal harm, teratogenic"
SIMPONI,adverse reactions,6 ADVERSE REACTIONS,"serious infections, malignancies, upper respiratory tract infection, viral infection, bronchitis, hypertension, rash"
SIMPONI,adverse reactions,6.1 Clinical Trials Experience,"upper respiratory tract infection, infections, serious infections, sepsis, pneumonia, cellulitis, abscess, opportunistic infections, tuberculosis, invasive fungal infections, malignancy, liver enzyme elevations, autoimmune disorders, lupus-like syndrome, infusion reaction, rash, immunogenicity"
SIMPONI,adverse reactions,Table 1 summarizes the adverse drug reactions that occurred at a rate of at least 1% in the SIMPONI ARIA + MTX group with a higher incidence than in the placebo + MTX group during the controlled period of Trial 1 through Week 24.,"As there is no text provided except for the word ""nan"" which could possibly mean not a number or not applicable, it's not possible to extract adverse drug event terms. Please provide the actual excerpt of the drug label for analysis."
SIMPONI,adverse reactions,"Table 1: Adverse Drug Reactions Reported by >= 1% of SIMPONI ARIA-Treated Patients and with a Higher Incidence than Placebo-Treated Patients in Trial 1 through Week 24 Placebo + MTX SIMPONI ARIA + MTX Patients treated 197 463 Adverse Reaction Infections and Infestations Upper respiratory tract infection (such as upper respiratory tract infection, nasopharyngitis, pharyngitis, laryngitis, and rhinitis) 12% 13% Viral infections (such as influenza and herpes) 3% 4% Bacterial infections 0% 1% Bronchitis 1% 3% Vascular disorders Hypertension 2% 3% Skin and subcutaneous disorders Rash 1% 3% General disorders and administration site conditions Pyrexia 1% 2% Blood and lymphatic disorders Leukopenia 0% 1% Other and less common clinical trial adverse drug reactions","Superficial fungal infection, sinusitis, abscess, lower respiratory tract infection, pneumonia, pyelonephritis, Alanine aminotransferase increased, Aspartate aminotransferase increased, neutrophil count decreased, Dizziness, paresthesia, Constipation"
SIMPONI,adverse reactions,6.2 Post-marketing Experience,"Melanoma, Serious systemic hypersensitivity reactions, anaphylactic reaction, sarcoidosis, Interstitial lung disease, Skin exfoliation, bullous skin reactions"
SIMPONI,boxed warnings,BOXED WARNING: WARNING: SERIOUS INFECTIONS AND MALIGNANCY,"There is no input text provided from which to extract adverse drug event terms. If you can provide the excerpt from the drug label, I can assist you with identifying the adverse drug event terms."
SIMPONI,boxed warnings,WARNING: SERIOUS INFECTIONS AND MALIGNANCY,"If the text is ""nan,"" then it's not possible to extract any adverse drug event terms as ""nan"" typically signifies ""not a number"" or that the input is missing or undefined. If there is an actual text excerpt related to a drug label, please provide it so I can assist you in identifying the adverse drug event terms."
SIMPONI,boxed warnings,EXCERPT: WARNING: SERIOUS INFECTIONS AND MALIGNANCY,"serious infections, hospitalization, death, tuberculosis (TB), bacterial sepsis, invasive fungal infections, opportunistic infections, discontinue, serious infection, sepsis, latent TB, active TB, Lymphoma, malignancies, fatal."
SIMPONI,boxed warnings,SERIOUS INFECTIONS,"serious infections, hospitalization, death, active tuberculosis, reactivation of latent tuberculosis, disseminated disease, extrapulmonary disease, invasive fungal infections, histoplasmosis, coccidioidomycosis, candidiasis, aspergillosis, blastomycosis, pneumocystosis, bacterial infections, viral infections, infections due to opportunistic pathogens, Legionella, Listeria"
SIMPONI,boxed warnings,MALIGNANCY,"Lymphoma, malignancies, fatal"
SIMPONI,warnings and precautions,5 WARNINGS AND PRECAUTIONS,"serious infections, infection, invasive fungal infections, Hepatitis B reactivation, Malignancies, lymphoma, malignancies, Heart failure, Demyelinating disease, Hypersensitivity reactions, anaphylaxis."
SIMPONI,warnings and precautions,5.1 Serious Infections,"serious infections, hospitalization, death, opportunistic infections, bacterial infections, mycobacterial infections, invasive fungal infections, viral infections, parasitic infections, aspergillosis, blastomycosis, candidiasis, coccidioidomycosis, histoplasmosis, legionellosis, listeriosis, pneumocystosis, tuberculosis, serious infections, localized infections, chronic infection, recurrent infection, opportunistic infection, underlying conditions, signs and symptoms of infection, serious infection, sepsis, new infection, reactivation of tuberculosis, new tuberculosis infections, latent tuberculosis, active tuberculosis, severe fungal infection, Hepatitis B Virus Reactivation, HBV reactivation, active HBV infection"
SIMPONI,warnings and precautions,5.2 Malignancies,"malignancies, fatal, lymphomas, Hodgkin's lymphoma, non-Hodgkin's lymphoma, rare malignancies, leukemia, acute leukemia, chronic leukemia, hepatosplenic T-cell lymphoma (HSTCL), Melanoma, Merkel cell carcinoma."
SIMPONI,warnings and precautions,5.3 Congestive Heart Failure,"worsening congestive heart failure, new onset CHF, CHF exacerbations requiring hospitalization, increased mortality"
SIMPONI,warnings and precautions,5.4 Demyelinating Disorders,"new onset or exacerbation of central nervous system demyelinating disorders, multiple sclerosis (MS), peripheral demyelinating disorders, Guillain-Barre syndrome, central demyelination, optic neuritis, peripheral demyelinating polyneuropathy"
SIMPONI,warnings and precautions,5.5 Use with Abatacept,serious infections
SIMPONI,warnings and precautions,5.6 Use with Anakinra,"serious infections, neutropenia"
SIMPONI,warnings and precautions,5.7 Switching Between Biological Disease Modifying Antirheumatic Drugs (DMARDs),risk of infection
SIMPONI,warnings and precautions,5.8 Hematologic Cytopenias,"pancytopenia, leukopenia, neutropenia, aplastic anemia, thrombocytopenia"
SIMPONI,warnings and precautions,5.9 Vaccinations/Therapeutic Infectious Agents,"clinical infections, disseminated infections"
SIMPONI,warnings and precautions,5.10 Hypersensitivity Reactions,"serious systemic hypersensitivity reactions, anaphylactic reaction, serious allergic reaction"
BLINCYTO,adverse reactions,6. ADVERSE REACTIONS,"Cytokine Release Syndrome, Neurological Toxicities, Infections, Tumor Lysis Syndrome, Neutropenia, Febrile Neutropenia, Effects on Ability to Drive and Use Machines, Elevated Liver Enzymes, Leukoencephalopathy, Preparation and Administration Errors, pyrexia, headache, peripheral edema, febrile neutropenia, nausea, hypokalemia, tremor, rash, constipation"
